Latitude,Longitude
5.01549005508,6.94959020615
12.9162998199,5.20719003677
9.25755023956,12.4303998947
11.1302,7.68581
13.5024995804,7.12674999237
13.4815,2.18361
14.8756999969,5.26535987854
16.9659996033,8.00010967255
18.9687004089,12.8687000275
13.3729000092,12.6267004013
13.7790002823,8.98375988007
35.7580986023,10.754699707
36.8510017395,10.2271995544
37.245398,9.79145
32.3061981201,10.3821001053
34.422000885,8.82250022888
33.8768997192,10.1033000946
36.7212982178,9.94314956665
33.875,10.7755002975
31.7042999268,9.25461959839
34.7179985046,10.6909999847
33.9397010803,8.11056041718
9.76733016968,1.09124994278
6.16560983658,1.25451004505
51.1893997192,4.46027994156
50.7585983276,4.7683300972
51.168301,5.47
50.9014015198,4.48443984985
49.8917007446,5.22388982773
50.459202,4.45382
50.5758018494,3.83100008965
51.0903015137,2.652780056
50.2433013916,4.64583015442
50.817199707,3.20472002029
50.6374015808,5.44322013855
51.1988983154,2.8622200489
50.9474983215,5.59055995941
50.791901,5.20167
50.0344009399,5.44081020355
51.1441993713,3.47555994987
51.3947982788,4.96018981934
51.264702,4.75333
51.193611,14.519722
50.981945,12.506389
51.831694,12.190962
52.195856,14.58753
51.3080558777,13.5555562973
51.3630556,11.9408333
51.552223,12.053889
51.2936096191,13.3561105728
53.306388855,12.7522220612
52.5805549622,13.9166669846
52.203609,13.156389
54.338253,12.710515
50.915279,11.714444
52.918888092,12.42527771
52.073612,11.626389
51.3633346558,14.9499998093
53.832779,13.668611
51.889442,14.531944
51.2969436646,14.1274995804
52.380001,13.5225
51.1328010559,13.76720047
50.979801178,10.9581003189
50.033333,8.570556
52.134601593,7.68483018875
53.6304016113,9.98822975159
52.4729995728,13.4039001465
50.8658981323,7.1427397728
51.289501,6.76678
48.353802,11.7861
49.498699,11.078056
51.423889,12.236389
49.2145996094,7.10950994492
48.6898994446,9.22196006775
52.5597,13.2877
52.461101532,9.68507957458
53.0475006104,8.78666973114
49.959999,8.645833
49.9487,7.26389
49.473057,8.514167
51.0349998474,8.68083286285
49.606945,8.368333
49.967499,8.147222
50.991604,10.47973
50.707698822,8.08296966553
53.5352783203,9.83555603027
54.3794441223,10.145277977
53.8054008484,10.7192001343
50.405555725,6.5288891792
51.0999984741,7.59999990463
51.4838905334,7.89833307266
51.4023017883,6.93732976913
51.964722,8.544444
51.230278,6.504444
51.6141014099,8.61631965637
51.9958343506,6.84055614471
51.5182991028,7.61223983765
48.425278,10.931667
48.111111,9.762778
48.3961105347,12.723610878
48.106945,10.525
48.081402,11.2831
48.9008331299,12.516667366
48.6349983215,13.195555687
47.8588905334,10.014166832
47.6712989807,9.51148986816
53.426998,11.7834
52.6288871765,11.818611145
48.7777786255,10.2647218704
49.985001,11.64
49.7941665649,11.1336107254
50.2886123657,11.8563890457
50.0180549622,10.5294437408
50.325558,7.528611
49.863888,6.7875
49.304722,8.451389
49.2094,7.40056
47.9733314514,8.52222156525
48.0227775574,7.83249998093
48.0538902283,9.37277793884
49.1183319092,9.78388881683
51.607498,13.743611
52.319199,10.5561
51.417273,9.384967
52.181388855,9.9463891983
53.506943,8.572778
53.391109,7.2275
53.2719421387,7.44166707993
53.5022201538,8.05222225189
53.59639,6.709167
53.706943512,7.23000001907
54.7733345032,9.37888908386
54.2200012207,9.59944438934
54.9132003784,8.34047031403
59.2602996826,24.2084999084
58.9907989502,22.8306999207
58.2299003601,22.5095005035
58.4189987183,24.4727993011
59.4132995605,24.8327999115
58.3074989319,26.6903991699
68.3626022339,23.4242992401
61.1161003113,22.2014007568
61.856039,24.786686
60.2546005249,25.0428009033
60.317199707,24.963300705
61.6897010803,23.0736999512
59.8488998413,23.0835990906
60.6543998718,24.8810997009
60.4625015259,23.6525001526
61.2491989136,28.9036998749
62.1661,30.073601
68.6072998047,27.4053001404
62.6628990173,29.6075000763
62.3995018005,25.6783008575
63.127102,23.051399
65.7787017822,24.5820999146
64.2854995728,27.6923999786
62.4625015259,22.3931007385
63.7211990356,23.1431007385
66.712898,27.156799
65.9876022339,29.2394008636
67.7009963989,24.8467998505
63.0070991516,27.7978000641
61.144199,25.693501
61.044601,28.144743
60.1222000122,19.8981990814
62.9467010498,23.5188999176
61.6866,27.201799
60.3339004517,24.2964000702
64.9300994873,25.3546009064
61.2456016541,22.1933994293
61.4617004395,21.7999992371
65.4021987915,26.9468994141
63.7318992615,25.9263000488
64.6881027222,24.6958007812
62.0654983521,28.3565006256
66.5647964478,25.8304004669
60.7447013855,24.10779953
61.9430999756,28.9451007843
61.0624008179,26.7989006042
67.3949966431,26.6191005707
61.414100647,23.6044006348
61.7733,24.027
60.5140991211,22.2628002167
60.8964004517,26.9384002686
63.0507011414,21.7621994019
62.1711006165,27.8686008453
64.0547222,24.7252778
54.6575012207,-6.21582984924
54.3988990784,-7.6516699791
54.6180992126,-5.87249994278
55.0428009033,-7.16110992432
52.4538993835,-1.74802994728
52.3697013855,-1.47971999645
52.60779953,-1.03193998337
51.8941993713,-2.16722011566
52.5175018311,-2.25943994522
51.668095,-2.05694
52.0407981873,-1.09555995464
52.192199707,-1.61443996429
53.3536987305,-2.27495002747
53.3381,-2.14889
51.0872001648,-4.15034008026
50.4406013489,-4.99540996552
51.5051,-1.99343
51.1521987915,-1.74741005898
50.086101532,-5.25571012497
51.4048,-3.43575
51.0093994141,-2.63881993294
51.8330993652,-4.96111011505
51.3967018127,-3.34332990646
51.6053009033,-4.06783008575
51.382702,-2.71909
53.3335990906,-2.84972000122
51.8746986389,-0.368333011866
50.422798,-4.10583
50.7799987793,-1.84249997139
50.9502983093,-1.35679996014
51.1871986389,-1.03349995613
49.706104,-2.21472
49.4350013733,-2.60196995735
49.207901001,-2.19550991058
50.835602,-0.297222
51.3307991028,0.0324999988079
51.148102,-0.190278
51.505299,0.055278
51.2757987976,-0.776332974434
51.6761016846,-1.08082997799
51.3238983154,-0.847500026226
51.4706,-0.461941
51.5713996887,0.695555984974
50.9561004639,0.939167022705
51.342201,1.34611
53.7197,-0.566333
54.9375,-2.80917000771
53.2806015015,-0.951389014721
53.7717018127,-3.02860999107
53.5744018555,-0.350832998753
54.1286111,-3.2675
53.8658981323,-1.66057002544
53.745098,-2.88306
53.1781005859,-2.97778010368
54.0833015442,-4.6238899231
55.0374984741,-1.69166994095
54.5092010498,-1.42940998077
52.8311004639,-1.32806003094
52.8116989136,-4.12357997894
52.8712005615,-2.53356003761
52.7981987,-2.66804003716
53.5816,-3.05552
58.9578018188,-2.90499997139
59.8788986206,-1.29556000233
58.4589004517,-3.09306001663
57.2019004822,-2.19777989388
57.5424995422,-4.04750013351
55.8718986511,-4.43306016922
55.9500007629,-3.37249994278
55.6819000244,-6.25666999817
55.5093994141,-4.58666992188
57.481098175,-7.36278009415
60.432800293,-1.29611003399
56.4524993896,-3.02583003044
58.2155990601,-6.33111000061
56.4991989136,-6.8691701889
56.3728981018,-2.8684399128
57.7052001953,-3.3391699791
52.205002,0.175
52.4681015015,-0.251111000776
52.6758003235,1.28278005123
51.8849983215,0.234999999404
51.721698761,0.154166996479
53.394299,-1.38849
52.0722007751,-0.616666972637
50.7344017029,-3.41388988495
51.5194015503,-2.59083008766
51.8368988037,-1.32000005245
51.6164016724,-1.09582996368
52.4093017578,0.56099998951
52.3619003296,0.486405998468
52.1273002625,0.956264019012
52.3572006226,-0.107832998037
51.6822013855,-1.79003000259
51.75,-1.58362
51.2341003418,-0.94282501936
52.639999,-2.30558
51.5530014038,-0.418166995049
53.0929985046,-0.166014000773
54.1371994019,-1.42025005817
54.2924,-1.5354
53.834301,-1.1955
52.3426017761,0.772939026356
52.735699,-0.648769
53.307800293,-0.550832986832
52.612598,-0.476453
54.0489006042,-1.2527500391
53.1661987305,-0.523810982704
54.2055015564,-1.3820899725
53.0303001404,-0.48324200511
52.9622001648,-0.561625003815
52.648395,0.550692
-51.8227996826,-58.4472007751
52.308601,4.76389
51.255299,5.60139
50.911701,5.77014
52.0606,5.87306
53.1192016602,6.12972021103
51.4500999451,5.37452983856
53.1197013855,6.57944011688
51.567401886,4.93182992935
52.9234008789,4.78062009811
52.4603,5.52722
53.2285995483,5.76056003571
51.956902,4.43722
52.1273002625,5.27618980408
52.275833,6.889167
52.1660995483,4.41794013977
51.4491,4.34203
51.8413009644,-8.49110984802
53.300201416,-8.94159030914
53.421299,-6.27007
53.9103012085,-8.81849002838
52.1809005737,-9.52377986908
53.301700592,-6.45133018494
52.702,-8.92482
54.2802009583,-8.59920978546
52.1871986389,-7.08695983887
56.2999992371,10.6190004349
55.7402992249,9.15178012848
55.6179008484,12.6560001373
55.525902,8.5534
55.9413986206,12.3822002411
56.2975006104,9.12462997437
57.2771987915,11.0001001358
54.699299,11.4401
55.4766998291,10.3309001923
54.870300293,9.27900981903
55.5856018066,12.1314001083
55.0633010864,14.7595996857
54.9644012451,9.79172992706
55.221048,9.26702
56.550201416,9.17298030853
57.0688018799,8.70522022247
55.436298,9.33092
62.0635986328,-7.27721977234
56.846901,9.45861
55.9901008606,8.35391044617
57.0927589138,9.84924316406
49.6233333,6.2044444
62.5625,6.11969995499
69.2925033569,16.1441993713
69.9760971069,23.3717002869
60.6389007568,6.5015001297
65.4610977173,12.217499733
67.269203186,14.3653001785
60.29339981,5.218140125
70.6005020142,29.691400528
58.204201,8.08537
60.417301178,8.51834964752
69.0558013916,18.5403995514
68.4913024902,16.6781005859
61.0155982971,9.28806018829
61.5835990906,5.02472019196
60.121,11.0502
59.3452987671,5.20836019516
70.4867019653,22.1396999359
63.1118011475,7.82452011108
59.9692993164,11.0361003876
69.7257995605,29.8913002014
58.0994987488,6.62604999542
62.7447013855,7.26249980927
65.783996582,13.2149000168
70.0688018799,24.9734992981
59.565701,9.21222
63.6988983154,9.60400009155
62.5783996582,11.342300415
59.378817,10.785439
78.2461013794,15.4656000137
59.1850013733,9.56694030762
59.7919006348,5.3408498764
65.9568023682,12.4688997269
69.6832962036,18.9188995361
59.1866989136,10.258600235
63.4578018,10.9239998
58.876701354,5.6377801895
52.2685012817,20.9109992981
54.3776016235,18.4661998749
50.077702,19.7848
50.2380981445,19.0342006683
50.4743,19.08
50.3222999573,21.4620990753
52.4210014343,16.8262996674
50.1100006104,22.0189990997
53.5847015381,14.9021997452
54.4789009094,17.1075000763
53.790599823,15.8262996674
52.1656990051,20.9671001434
51.1026992798,16.885799408
52.1385002136,15.7986001968
58.4023017883,15.5256996155
58.6109008789,16.1035995483
59.8973007202,17.5886001587
56.2667007446,15.2650003433
58.4981002808,13.0531997681
57.6627998352,12.279800415
57.757598877,14.0686998367
58.1697998047,13.5878000259
58.4655,13.1744
57.7747,11.8704
58.456401825,13.972700119
58.3180999756,12.345000267
58.5138015747,14.5071001053
58.426399231,12.7144002914
59.4144743644,17.8821372986
59.3459014893,14.4959001541
60.957901,14.5114
58.7886009216,16.9122009277
59.6759,12.6394
56.610802,15.6048
56.9502983093,13.9216995239
55.9216995239,14.0854997635
55.9459991455,12.8699998856
57.350498,16.497999
57.2641983032,13.5993995667
56.6855010986,16.2875995636
55.536305364,13.3761978149
56.6911010742,12.8201999664
57.292198,14.1372
56.9291000366,14.7279996872
63.7383003235,15.4582996368
62.4089012146,13.7472000122
62.0477981567,14.4229001999
67.1324005127,20.8145999908
61.7681007385,17.0806999207
66.4962005615,20.1471996307
63.0485992432,17.7688999176
64.5483016968,18.7161998749
63.1286010742,14.8028001785
62.5280990601,17.4438991547
63.4082984924,18.9899997711
65.3983001709,21.260799408
67.8219985962,20.3367996216
61.1899986267,14.7125997543
64.6248016357,21.0769004822
62.4814,17.002899
63.7918014526,20.2828006744
64.5791015625,16.8335990906
65.5903015137,19.2819004059
59.2237014771,15.0380001068
59.5894012451,16.633600235
65.543800354,22.1219997406
65.8752975464,20.1499004364
59.3866004944,15.9240999222
59.6519012451,17.9186000824
59.3544006348,17.9416999817
60.422000885,15.5151996613
57.525799,15.8233
60.5932998657,16.9514007568
58.4062004089,15.6805000305
58.5862998962,16.2506008148
59.3511009216,16.7084007263
57.6627998352,18.346200943
67.7648010254,20.2572002411
49.9726982117,6.69250011444
49.4369010925,7.60027980804
49.6481018066,9.96648979187
52.2785,9.08217
52.5912017822,10.0221004486
52.291199,7.387
51.1146,9.286
48.220299,9.91002
50.366001,7.31533
49.391945,9.958889
49.2174987793,11.1001996994
52.919399,10.185827
49.6986999512,11.940199852
50.169201,8.96159
49.2181015015,11.8360996246
49.743099,10.2006
53.7677001953,8.65849971771
52.585556,8.342222
50.9608,6.04242
54.312199,9.53817
53.533501,7.88867
53.9182014465,12.2783002853
50.8312,6.65817
54.459301,9.51633
53.5477981567,7.66732978821
52.457298,9.42717
49.6335983276,11.76720047
49.5635986328,8.46339035034
50.0498008728,8.32540035248
48.070599,10.906
50.1738014221,7.06333017349
48.3222999573,11.9486999512
48.205555,11.266944
51.767799,13.1677
48.7156982422,11.5340003967
48.185504,10.8612
48.710999,11.2115
51.922798,8.30633
-28.575001,16.5333
-29.2817993164,18.8138999939
-26.2385997772,28.3017997742
-32.8970985413,27.2791004181
-29.0926990509,26.302400589
-28.2483997345,28.3360996246
-27.3668003082,26.6291999817
-33.9648017883,18.6016998291
-31.5002994537,19.72590065
-29.6144444444,31.1197222222
-33.0355987549,27.8258991241
-26.4955997467,29.9797992706
-28.8230991364,27.9088993073
-25.9862995148,28.1401004791
-34.0056,22.378902
-32.1935997009,24.5414009094
-33.2846984863,26.4981002808
-29.1219997406,30.5867004395
-28.0786991119,26.8612003326
-28.2350997925,29.1061992645
-24.3686008453,31.0487003326
-30.5622005463,25.5282993317
-26.1392,28.246
-26.871099472,26.718000412
-28.8027992249,24.7651996613
-26.0808259199,27.7259149551
-27.6606006622,27.3157997131
-27.4566993713,23.4113998413
-29.6884002686,17.0939998627
-25.9384994507,27.9260997772
-26.175699234,26.1846008301
-23.1599006653,29.6965007782
-32.9688987732,18.1602993011
-28.5816993713,29.7497005463
-25.6847991943,29.4402008057
-30.8574008942,30.343000412
-24.9890995026,29.2831001282
-27.0792999268,29.7784996033
-25.4300003052,31.5767002106
-25.7045001984,26.9090003967
-27.6261005402,32.0443000793
-27.7705993652,29.9769001007
-24.6861000061,28.4349002838
-34.554901123,20.2506999969
-33.6069984436,22.188999176
-33.9849014282,25.6173000336
-34.0881601675,23.3287234306
-23.9372005463,31.1553993225
-23.9260997772,29.4843997955
-31.6058998108,29.5198001862
-29.6490001678,30.3987007141
-25.3337993622,27.1734008789
-23.845269,29.458615
-26.670999527,27.0818996429
-26.8892993927,27.5034008026
-31.9202003479,26.8822002411
-28.7409992218,32.0920982361
-25.6443004608,27.2710990906
-33.8121986389,19.9027996063
-29.6893005371,17.9395999908
-26.52409935,29.1700992584
-32.964099884,17.9692993164
-26.2494004736,28.3982715607
-25.8097000122,28.1646003723
-27.6485996246,22.9993000031
-34.0481987,20.4745998383
-24.960899353,31.5886993408
-28.2600002289,22.9932003021
-29.0328998566,26.1576004028
-26.776599884,29.3388004303
-23.8243999481,30.3292999268
-28.3206005096,31.4165000916
-28.39909935,21.2602005005
-31.5463631849,28.6733551025
-26.9824008942,24.7287998199
-29.7705993652,31.0583992004
-31.6410007477,18.5447998047
-26.566400528,27.9608001709
-25.6539,28.224199
-25.8323001862,29.1919994354
-25.8299999237,28.2224998474
-27.9968245111,26.6633338928
-33.9001998901,18.4983005524
-25.5990009308,26.0422992706
-21.1595993042,27.4745006561
-24.6023006439,24.6909999847
-17.8328990936,25.162399292
-19.9726009369,23.4311008453
-24.555201,25.9182
-22.0583,27.8288
-4.25169992447,15.2530002594
-0.531350016594,15.9500999451
1.61599004269,16.0379009247
-4.81603002548,11.8865995407
-26.5289993286,31.3075008392
4.39847993851,18.5188007355
4.22158002853,15.7863998413
1.90547001362,9.80568027496
3.75527000427,8.70872020721
-7.9696,-14.3937
-20.430201,57.683601
-19.7577,63.361
-7.31327,72.411102
4.08919000626,9.3605298996
4.0060801506,9.71947956085
10.4513998032,14.257399559
5.63691997528,10.7508001328
7.3570098877,13.5592002869
9.33588981628,13.3701000214
5.53692007065,10.3545999527
6.03923988342,10.1225996017
3.83604001999,11.5235004425
-12.5727996826,27.8938999176
-17.8218002319,25.8227005005
-15.3308000565,28.4526004791
-13.2588996887,31.9365997314
-15.2545003891,23.1623001099
-12.9981002808,28.6648998261
-12.9005002975,28.1499004364
-11.5337,43.2719
-12.2981004715,43.7663993835
-12.1316995621,44.4303016663
-12.8046998978,45.2811012268
-20.8871002197,55.5102996826
-21.3208999634,55.4249992371
-18.7969,47.478802
-19.5627994537,45.4508018494
-17.0939006805,49.8157997131
-18.109500885,49.3925018311
-20.2847003937,44.3176002502
-12.3493995667,49.2916984558
-16.1639003754,49.7737998962
-14.6517000198,49.6206016541
-13.1884002686,48.9879989624
-14.9994001389,50.3202018738
-14.629699707,47.7638015747
-15.6668417421,46.3512325287
-13.3121004105,48.3148002625
-16.7445302965,44.4824838638
-15.4366998672,49.6883010864
-14.2785997391,50.1747016907
-13.3758001328,50.0027999878
-14.8987998962,47.9939002991
-13.484816,48.632702
-25.0380992889,46.9561004639
-21.4416007996,47.1116981506
-22.8052997589,47.8205986023
-22.1196994781,48.0217018127
-21.2017993927,48.3582992554
-21.753900528,43.3754997253
-23.3833999634,43.7285003662
-6.26989984512,14.2469997406
-12.609000206,13.4036998749
-5.59699010849,12.1884002686
-12.8088998795,15.7604999542
-12.4046001434,16.9473991394
-12.3711996078,13.5366001129
-8.85837,13.2312
-9.52509021759,16.3124008179
-14.6576004028,17.7198009491
-7.75450992584,15.2876996994
-10.7220001221,13.7655000687
-9.68906974792,20.4319000244
-6.14108991623,12.3718004227
-14.9246997833,13.5749998093
-11.7680997849,19.8976993561
-7.60306978226,15.0277996063
-16.755399704,14.9652996063
1.54311001301,11.5813999176
-0.665214002132,13.6731004715
-0.704388976097,10.2456998825
2.07563996315,11.4932003021
-0.711739003658,8.75438022614
-1.57473003864,9.26268959045
0.579210996628,12.8908996582
0.458600014448,9.4122800827
-1.65615999699,13.4379997253
1.66294002533,7.4117398262
0.378174990416,6.71215009689
-19.7964000702,34.9076004028
-23.8763999939,35.4085006714
-13.274,35.2663
-15.0331001282,40.6716995239
-25.920799,32.572601
-11.6729001999,39.5630989075
-11.3618001938,40.3549003601
-13.2250995636,37.5521011353
-14.4882001877,40.7122001648
-15.1056003571,39.2817993164
-12.9917621613,40.5240135193
-17.8554992676,36.8690986633
-15.6027002335,32.7732009888
-16.1047992706,33.6402015686
-14.7046003342,34.3524017334
-22.0184001923,35.3133010864
-7.00478,52.7262
-5.6967,53.6558
-10.1096,51.176102
-4.67434,55.521801
-4.31929016113,55.6913986206
-7.13457,56.278198
13.8470001221,20.8442993164
8.6244096756,16.0713996887
12.1337,15.034
17.9171009064,19.1110992432
-20.017401,28.617901
-17.7516002655,30.9246997833
-21.008101,31.5786
-18.0958995819,25.8390007019
-17.931801,31.0928
-16.5198001862,28.8850002289
-17.4319000244,32.1845016479
-18.9974994659,32.6272010803
-20.0552997589,30.8591003418
-20.2894992828,30.0881996155
-19.4363994598,29.8619003296
-18.6298999786,27.0209999084
-15.6791000366,34.9739990234
-9.95357036591,33.8930015564
-13.0145998001,33.4686012268
-13.7894001007,33.78099823
-11.4447002411,34.0117988586
-29.4622993469,27.5524997711
-29.3041000366,27.5034999847
-4.38575,15.4446
-4.32666015625,15.3275003433
-5.93086004257,12.3517999649
-5.9180598259,12.4476995468
-3.31132006645,17.3817005157
-5.03576993942,18.7856006622
0.0226000007242,18.2887001038
4.25321006775,20.9752998352
3.23536992073,19.7712993622
4.15763998032,21.6508998871
2.17066,21.496901
0.481638997793,25.3379993439
2.82761001587,27.588300705
1.56571996212,30.2208003998
2.81835007668,24.7936992645
-2.3089799881,28.8087997437
-1.67080998421,29.2385005951
-2.91917991638,25.9153995514
-11.5913000107,27.5308990479
-10.7658996582,25.5056991577
-5.87555980682,29.25
-8.64202022552,25.2528991699
-5.90005016327,22.4692001343
-6.12124013901,23.5690002441
12.5335,-7.94994
16.2483997345,-0.00545600010082
14.4812002182,-11.4043998718
14.5128002167,-4.07955980301
16.7304992676,-3.00758004189
20.2430000305,0.977307975292
13.3380002975,-16.6522006989
28.4526996613,-13.8638000488
27.8148002625,-17.8871002197
28.626499,-17.7556
